,component,composite,composite_start,composite_end,component_fam,composite_fam,no_overlap_score,ch_composite,ch_component
0,sp|Q8NHM5|KDM2B_HUMAN,sp|Q9Y2K7|KDM2A_HUMAN,19,687,F611,F605,1.00,11,12
216,sp|Q9UQG0|POK11_HUMAN,sp|Q9UKH3|ENK9_HUMAN,112,208,F3565,F3341,1.00,-1,-1
217,sp|Q9NX77|ENK13_HUMAN,sp|Q9UKH3|ENK9_HUMAN,220,641,F500,F3341,1.00,-1,-1
218,sp|A6NEM1|GG6L9_HUMAN,sp|H3BV12|GOG8Q_HUMAN,1,109,F4002,F935,1.00,15,15
219,sp|A6NI86|GG6LA_HUMAN,sp|H3BV12|GOG8Q_HUMAN,1,109,F4003,F935,1.00,15,15
220,sp|H0YKK7|GG6LS_HUMAN,sp|H3BV12|GOG8Q_HUMAN,1,103,F4003,F935,1.00,15,-1
221,sp|A6NEY3|GG6L3_HUMAN,sp|H3BV12|GOG8Q_HUMAN,1,103,F4003,F935,1.00,15,-1
222,sp|A6NEF3|GG6L4_HUMAN,sp|H3BV12|GOG8Q_HUMAN,1,103,F4004,F935,1.00,15,15
223,sp|Q0D2H9|GOG8D_HUMAN,sp|H3BV12|GOG8Q_HUMAN,206,632,F1227,F935,1.00,15,-1
224,sp|Q08AF8|GOG8F_HUMAN,sp|H3BV12|GOG8Q_HUMAN,207,632,F1227,F935,1.00,15,15
225,sp|A6NEM1|GG6L9_HUMAN,sp|A6NCC3|GOG8O_HUMAN,1,109,F4002,F935,1.00,15,15
226,sp|A6NI86|GG6LA_HUMAN,sp|A6NCC3|GOG8O_HUMAN,1,109,F4003,F935,1.00,15,15
227,sp|H0YKK7|GG6LS_HUMAN,sp|A6NCC3|GOG8O_HUMAN,1,103,F4003,F935,1.00,15,-1
228,sp|A6NEY3|GG6L3_HUMAN,sp|A6NCC3|GOG8O_HUMAN,1,103,F4003,F935,1.00,15,-1
229,sp|A6NEF3|GG6L4_HUMAN,sp|A6NCC3|GOG8O_HUMAN,1,103,F4004,F935,1.00,15,15
230,sp|Q0D2H9|GOG8D_HUMAN,sp|A6NCC3|GOG8O_HUMAN,206,632,F1227,F935,1.00,15,-1
231,sp|Q08AF8|GOG8F_HUMAN,sp|A6NCC3|GOG8O_HUMAN,206,632,F1227,F935,1.00,15,15
232,sp|A6NEM1|GG6L9_HUMAN,sp|H3BSY2|GOG8M_HUMAN,1,109,F4002,F935,1.00,15,15
233,sp|A6NI86|GG6LA_HUMAN,sp|H3BSY2|GOG8M_HUMAN,1,109,F4003,F935,1.00,15,15
234,sp|H0YKK7|GG6LS_HUMAN,sp|H3BSY2|GOG8M_HUMAN,1,103,F4003,F935,1.00,15,-1
235,sp|A6NEY3|GG6L3_HUMAN,sp|H3BSY2|GOG8M_HUMAN,1,103,F4003,F935,1.00,15,-1
236,sp|A6NEF3|GG6L4_HUMAN,sp|H3BSY2|GOG8M_HUMAN,1,103,F4004,F935,1.00,15,15
237,sp|Q0D2H9|GOG8D_HUMAN,sp|H3BSY2|GOG8M_HUMAN,207,632,F1227,F935,1.00,15,-1
238,sp|Q08AF8|GOG8F_HUMAN,sp|H3BSY2|GOG8M_HUMAN,207,632,F1227,F935,1.00,15,15
239,sp|A7E2F4|GOG8A_HUMAN,sp|A6NI86|GG6LA_HUMAN,83,222,F935,F4003,0.00,15,15
240,sp|A8MQT2|GOG8B_HUMAN,sp|A6NI86|GG6LA_HUMAN,83,222,F935,F4003,0.00,15,15
241,sp|H3BQL2|GOG8T_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,115,F935,F4003,0.00,15,15
242,sp|A6NC78|GOG8I_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,127,F935,F4003,0.00,15,-1
243,sp|H3BV12|GOG8Q_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
244,sp|F8WBI6|GOG8N_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
245,sp|P0CJ92|GOG8H_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
246,sp|I6L899|GOG8R_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
247,sp|A6NCC3|GOG8O_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
248,sp|H3BPF8|GOG8S_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,128,F935,F4003,0.00,15,15
249,sp|A6NMD2|GOG8J_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
250,sp|D6RF30|GOG8K_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,115,F935,F4003,0.00,15,15
251,sp|H3BSY2|GOG8M_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,15
252,sp|A6NN73|GOG8C_HUMAN,sp|A6NI86|GG6LA_HUMAN,13,121,F935,F4003,0.00,15,-1
253,sp|P0CG33|GOG6D_HUMAN,sp|A6NI86|GG6LA_HUMAN,116,293,F2322,F4003,0.00,15,15
254,sp|A6NDK9|GOG6C_HUMAN,sp|A6NI86|GG6LA_HUMAN,116,293,F2322,F4003,0.00,15,15
255,sp|Q9NYA3|GOG6A_HUMAN,sp|A6NI86|GG6LA_HUMAN,116,293,F2322,F4003,0.00,15,15
256,sp|A6NDN3|GOG6B_HUMAN,sp|A6NI86|GG6LA_HUMAN,116,293,F2322,F4003,0.00,15,15
257,sp|Q86YR6|POTED_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,504,F695,F700,1.00,2,21
258,sp|Q6S545|POTEH_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,469,F695,F700,1.00,2,22
259,sp|Q6S5H5|POTEG_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,469,F695,F700,1.00,2,14
260,sp|B2RU33|POTEC_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,504,F695,F700,1.00,2,18
261,sp|A6NI47|POTEM_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,469,F695,F700,1.00,2,14
262,sp|A0JP26|POTB3_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,504,F695,F700,1.00,2,-1
263,sp|Q6S8J7|POTEA_HUMAN,sp|Q6S8J3|POTEE_HUMAN,94,470,F696,F700,1.00,2,-1
264,sp|H3BUK9|POTB2_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,503,F696,F700,1.00,2,15
265,sp|A0A0A6YYL3|POTEB_HUMAN,sp|Q6S8J3|POTEE_HUMAN,1,503,F696,F700,1.00,2,15
266,sp|Q6NSI1|AR26L_HUMAN,sp|Q6S8J3|POTEE_HUMAN,108,301,F1123,F700,1.00,2,-1
267,sp|A2RUR9|C144A_HUMAN,sp|Q6S8J3|POTEE_HUMAN,595,701,F1529,F700,1.00,2,17
268,sp|Q96IX9|A26L1_HUMAN,sp|Q6S8J3|POTEE_HUMAN,633,697,F2758,F700,1.00,2,-1
269,sp|P68032|ACTC_HUMAN,sp|Q6S8J3|POTEE_HUMAN,702,1075,F1231,F700,1.00,2,15
270,sp|P68133|ACTS_HUMAN,sp|Q6S8J3|POTEE_HUMAN,702,1075,F1231,F700,1.00,2,1
271,sp|P62736|ACTA_HUMAN,sp|Q6S8J3|POTEE_HUMAN,702,1075,F1231,F700,1.00,2,10
272,sp|P63267|ACTH_HUMAN,sp|Q6S8J3|POTEE_HUMAN,702,1075,F1231,F700,1.00,2,2
273,sp|P63261|ACTG_HUMAN,sp|Q6S8J3|POTEE_HUMAN,701,1075,F1231,F700,1.00,2,17
274,sp|P60709|ACTB_HUMAN,sp|Q6S8J3|POTEE_HUMAN,701,1075,F1231,F700,1.00,2,7
275,sp|Q562R1|ACTBL_HUMAN,sp|Q6S8J3|POTEE_HUMAN,702,1075,F1231,F700,1.00,2,5
276,sp|P42025|ACTY_HUMAN,sp|Q6S8J3|POTEE_HUMAN,708,1075,F1231,F700,1.00,2,2
277,sp|P61163|ACTZ_HUMAN,sp|Q6S8J3|POTEE_HUMAN,708,1075,F1231,F700,1.00,2,10
278,sp|Q9BYX7|ACTBM_HUMAN,sp|Q6S8J3|POTEE_HUMAN,701,1075,F1231,F700,1.00,2,-1
279,sp|Q5JUW0|KRBX4_HUMAN,sp|Q6V9R5|ZN562_HUMAN,38,85,F3503,F2040,1.00,19,x
280,sp|Q6ZQV5|ZN788_HUMAN,sp|Q6V9R5|ZN562_HUMAN,39,84,F3229,F2040,1.00,19,-1
281,sp|Q7Z2F6|ZN720_HUMAN,sp|Q6V9R5|ZN562_HUMAN,41,80,F3231,F2040,1.00,19,16
282,sp|Q9BRH9|ZN251_HUMAN,sp|Q6V9R5|ZN562_HUMAN,158,426,F2051,F2040,1.00,19,8
283,sp|Q9BV97|ZN747_HUMAN,sp|Q96CS4|ZN689_HUMAN,1,69,F3227,F2101,1.00,16,16
284,sp|O60290|ZN862_HUMAN,sp|Q96CS4|ZN689_HUMAN,29,88,F3226,F2101,1.00,16,7
285,sp|Q8NE65|ZN738_HUMAN,sp|Q96CS4|ZN689_HUMAN,29,88,F3504,F2101,1.00,16,19
286,sp|Q9NQV7|PRDM9_HUMAN,sp|Q96CS4|ZN689_HUMAN,150,476,F2002,F2101,1.00,16,5
287,sp|Q6ZRF7|ZN818_HUMAN,sp|Q96CS4|ZN689_HUMAN,210,258,F2059,F2101,1.00,16,-1
288,sp|O60304|ZN500_HUMAN,sp|Q96CS4|ZN689_HUMAN,252,396,F2043,F2101,1.00,16,16
289,sp|C9JBD0|KRBX1_HUMAN,sp|Q96MR9|ZN560_HUMAN,2,81,F3228,F2021,0.50,19,3
290,sp|Q9NU63|ZFP57_HUMAN,sp|Q96MR9|ZN560_HUMAN,9,79,F761,F2021,0.50,19,6
291,sp|Q5JUW0|KRBX4_HUMAN,sp|Q96MR9|ZN560_HUMAN,10,62,F3503,F2021,0.50,19,x
292,sp|P0C7X2|ZN688_HUMAN,sp|Q96MR9|ZN560_HUMAN,12,68,F2111,F2021,0.50,19,16
293,sp|Q6ZQV5|ZN788_HUMAN,sp|Q96MR9|ZN560_HUMAN,100,149,F3229,F2021,0.50,19,-1
294,sp|Q7Z2F6|ZN720_HUMAN,sp|Q96MR9|ZN560_HUMAN,107,167,F3231,F2021,0.50,19,16
295,sp|Q147U1|ZN846_HUMAN,sp|Q96MR9|ZN560_HUMAN,109,620,F1969,F2021,0.50,19,19
296,sp|Q9BUY5|ZN426_HUMAN,sp|Q96MR9|ZN560_HUMAN,108,678,F1969,F2021,0.50,19,19
297,sp|Q13401|PM2P3_HUMAN,sp|Q96MR9|ZN560_HUMAN,110,151,F3232,F2021,0.50,19,-1
298,sp|Q14585|ZN345_HUMAN,sp|Q96MR9|ZN560_HUMAN,360,790,F345,F2021,0.50,19,19
299,sp|Q9C0F3|ZN436_HUMAN,sp|Q96MR9|ZN560_HUMAN,337,679,F345,F2021,0.50,19,1
300,sp|Q8NCK3|ZN485_HUMAN,sp|Q96MR9|ZN560_HUMAN,374,687,F2016,F2021,0.50,19,10
301,sp|Q9UJN7|ZN391_HUMAN,sp|Q96MR9|ZN560_HUMAN,416,681,F2112,F2021,0.50,19,6
302,sp|Q02446|SP4_HUMAN,sp|Q96MR9|ZN560_HUMAN,493,570,F3363,F2021,0.50,19,7
303,sp|P0CG40|SP9_HUMAN,sp|Q96MR9|ZN560_HUMAN,493,568,F3373,F2021,0.50,19,2
304,sp|Q8IXZ3|SP8_HUMAN,sp|Q96MR9|ZN560_HUMAN,493,568,F3376,F2021,0.50,19,7
305,sp|Q96N20|ZN75A_HUMAN,sp|Q96MR9|ZN560_HUMAN,513,650,F2140,F2021,0.50,19,16
306,sp|O60304|ZN500_HUMAN,sp|Q96MR9|ZN560_HUMAN,537,678,F2043,F2021,0.50,19,16
307,sp|Q9H4T2|ZSC16_HUMAN,sp|Q96MR9|ZN560_HUMAN,540,656,F341,F2021,0.50,19,6
308,sp|Q3MJ62|ZSC23_HUMAN,sp|Q96MR9|ZN560_HUMAN,541,684,F341,F2021,0.50,19,6
309,sp|Q15929|ZNF56_HUMAN,sp|Q96MR9|ZN560_HUMAN,549,665,F2029,F2021,0.50,19,-1
310,sp|Q6ZT77|ZN826_HUMAN,sp|Q96MR9|ZN560_HUMAN,551,627,F2062,F2021,0.50,19,-1
311,sp|Q8N8C0|ZN781_HUMAN,sp|Q96MR9|ZN560_HUMAN,552,666,F3377,F2021,0.50,19,19
312,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q96MR9|ZN560_HUMAN,570,682,F2028,F2021,0.50,19,8
313,sp|Q6ZRF7|ZN818_HUMAN,sp|Q96MR9|ZN560_HUMAN,717,765,F2059,F2021,0.50,19,-1
314,sp|Q7LDI9|GAK6_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
315,sp|P63126|GAK9_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
316,sp|Q9YNA8|GAK19_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
317,sp|P63130|GAK7_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
318,sp|P62683|GAK21_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
319,sp|P62684|GA113_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
320,sp|P63145|GAK24_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
321,sp|P87889|GAK10_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
322,sp|P62685|GAK8_HUMAN,sp|P63128|POK9_HUMAN,1,646,F3707,F3304,1.00,-1,-1
323,sp|Q9HDB9|GAK5_HUMAN,sp|P63128|POK9_HUMAN,1,666,F3707,F3304,1.00,-1,-1
324,sp|P63124|VPK04_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
325,sp|P63119|VPK21_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
326,sp|P63125|VPK25_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
327,sp|P63129|VPK24_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
328,sp|P63120|VPK19_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
329,sp|P63122|VPK8_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
330,sp|P63127|VPK9_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
331,sp|P63121|VP113_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
332,sp|P10265|VPK10_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
333,sp|Q9Y6I0|VPK6_HUMAN,sp|P63128|POK9_HUMAN,780,934,F3303,F3304,1.00,-1,-1
334,sp|P63131|VPK7_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
335,sp|P63123|VPK18_HUMAN,sp|P63128|POK9_HUMAN,780,935,F3303,F3304,1.00,-1,-1
336,sp|P10266|POK10_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
337,sp|Q9UQG0|POK11_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
338,sp|P63132|PO113_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
339,sp|Q9BXR3|POK6_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
340,sp|P63133|POK8_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
341,sp|P63136|POK25_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
342,sp|Q9WJR5|POK19_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
343,sp|Q9QC07|POK18_HUMAN,sp|P63128|POK9_HUMAN,935,1107,F3565,F3304,1.00,-1,-1
344,sp|Q05481|ZNF91_HUMAN,sp|P0C7X2|ZN688_HUMAN,18,86,F553,F2111,1.00,16,19
345,sp|A8MQ14|ZN850_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,85,F553,F2111,1.00,16,19
346,sp|Q8N859|ZN713_HUMAN,sp|P0C7X2|ZN688_HUMAN,21,83,F2093,F2111,1.00,16,7
347,sp|Q9BV97|ZN747_HUMAN,sp|P0C7X2|ZN688_HUMAN,21,70,F3227,F2111,1.00,16,16
348,sp|Q86V71|ZN429_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,83,F344,F2111,1.00,16,19
349,sp|P35789|ZNF93_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,80,F344,F2111,1.00,16,19
350,sp|Q96H40|ZN486_HUMAN,sp|P0C7X2|ZN688_HUMAN,25,80,F344,F2111,1.00,16,19
351,sp|Q8TD23|ZN675_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,83,F344,F2111,1.00,16,19
352,sp|O75373|ZN737_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,80,F344,F2111,1.00,16,19
353,sp|Q6ZN08|ZNF66_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,80,F344,F2111,1.00,16,19
354,sp|Q8NHY6|ZFP28_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,86,F345,F2111,1.00,16,19
355,sp|Q9Y473|ZN175_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,83,F345,F2111,1.00,16,19
356,sp|Q8NB42|ZN527_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,85,F345,F2111,1.00,16,19
357,sp|Q96RE9|ZN300_HUMAN,sp|P0C7X2|ZN688_HUMAN,21,85,F345,F2111,1.00,16,5
358,sp|Q06732|ZN33B_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,85,F345,F2111,1.00,16,10
359,sp|Q2M218|ZN630_HUMAN,sp|P0C7X2|ZN688_HUMAN,26,85,F345,F2111,1.00,16,x
360,sp|P17025|ZN182_HUMAN,sp|P0C7X2|ZN688_HUMAN,21,81,F345,F2111,1.00,16,x
361,sp|Q5MCW4|ZN569_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,85,F345,F2111,1.00,16,19
362,sp|Q86XU0|ZN677_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,65,F348,F2111,1.00,16,19
363,sp|Q96SE7|ZN347_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,90,F348,F2111,1.00,16,19
364,sp|P17038|ZNF43_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,87,F348,F2111,1.00,16,19
365,sp|Q5TYW1|ZN658_HUMAN,sp|P0C7X2|ZN688_HUMAN,24,86,F2147,F2111,1.00,16,9
366,sp|Q96MR9|ZN560_HUMAN,sp|P0C7X2|ZN688_HUMAN,25,81,F2021,F2111,1.00,16,19
367,sp|P59923|ZN445_HUMAN,sp|P0C7X2|ZN688_HUMAN,25,79,F2060,F2111,1.00,16,3
368,sp|C9JBD0|KRBX1_HUMAN,sp|P0C7X2|ZN688_HUMAN,25,84,F3228,F2111,1.00,16,3
369,sp|P52736|ZN133_HUMAN,sp|P0C7X2|ZN688_HUMAN,26,85,F2078,F2111,1.00,16,20
370,sp|Q14929|ZN169_HUMAN,sp|P0C7X2|ZN688_HUMAN,21,85,F2078,F2111,1.00,16,9
371,sp|P10072|ZN875_HUMAN,sp|P0C7X2|ZN688_HUMAN,26,85,F2078,F2111,1.00,16,19
372,sp|Q8WXB4|ZN606_HUMAN,sp|P0C7X2|ZN688_HUMAN,26,94,F2107,F2111,1.00,16,19
373,sp|Q8NDW4|ZN248_HUMAN,sp|P0C7X2|ZN688_HUMAN,26,85,F2132,F2111,1.00,16,10
374,sp|Q7L3S4|ZN771_HUMAN,sp|P0C7X2|ZN688_HUMAN,169,233,F2102,F2111,1.00,16,16
375,sp|P55771|PAX9_HUMAN,sp|P23760|PAX3_HUMAN,36,164,F4204,F2415,1.00,2,14
376,sp|P15863|PAX1_HUMAN,sp|P23760|PAX3_HUMAN,36,163,F4205,F2415,1.00,2,20
377,sp|O14813|PHX2A_HUMAN,sp|P23760|PAX3_HUMAN,190,277,F2398,F2415,1.00,2,11
378,sp|Q8NBB4|ZSCA1_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,1,133,F2088,F2082,1.00,19,19
379,sp|O60304|ZN500_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,32,127,F2043,F2082,1.00,19,16
380,sp|P17029|ZKSC1_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,36,122,F2003,F2082,1.00,19,7
381,sp|Q9P0L1|ZKSC7_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,36,131,F2074,F2082,1.00,19,3
382,sp|Q8NF99|ZN397_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,41,143,F340,F2082,1.00,19,18
383,sp|Q96LW9|ZSC31_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,135,F341,F2082,1.00,19,6
384,sp|O15535|ZSC9_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,41,134,F341,F2082,1.00,19,6
385,sp|Q8IWY8|ZSC29_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,43,135,F2032,F2082,1.00,19,15
386,sp|P10073|ZSC22_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,43,135,F2056,F2082,1.00,19,19
387,sp|Q6P9G9|ZN449_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,43,147,F2057,F2082,1.00,19,x
388,sp|O14771|ZN213_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,44,127,F1988,F2082,1.00,19,16
389,sp|Q53GI3|ZN394_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,44,132,F2100,F2082,1.00,19,7
390,sp|Q63HK3|ZKSC2_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,127,F1699,F2082,1.00,19,16
391,sp|Q96JS3|PGBD1_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,127,F1870,F2082,1.00,19,6
392,sp|P17040|ZSC20_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,125,F1874,F2082,1.00,19,1
393,sp|Q6R2W3|SCND3_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,134,F1929,F2082,1.00,19,6
394,sp|O14709|ZN197_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,136,F1956,F2082,1.00,19,3
395,sp|Q969J2|ZKSC4_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,134,F2013,F2082,1.00,19,6
396,sp|Q9BRR0|ZKSC3_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,135,F2013,F2082,1.00,19,6
397,sp|Q6NSZ9|ZSC25_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,129,F2064,F2082,1.00,19,7
398,sp|Q96IT1|ZN496_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,127,F2065,F2082,1.00,19,1
399,sp|P49910|ZN165_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,127,F2077,F2082,1.00,19,6
400,sp|P57086|SCND1_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,46,106,F3560,F2082,1.00,19,20
401,sp|Q8N0Y2|ZN444_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,51,127,F2124,F2082,1.00,19,19
402,sp|P51815|ZN75D_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,52,127,F2015,F2082,1.00,19,x
403,sp|Q9GZW5|SCND2_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,52,135,F3559,F2082,1.00,19,-1
404,sp|Q15937|ZNF79_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,409,469,F345,F2082,1.00,19,9
405,sp|Q6PG37|ZN790_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,411,469,F345,F2082,1.00,19,19
406,sp|Q9C0F3|ZN436_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,411,469,F345,F2082,1.00,19,1
407,sp|Q9UC06|ZNF70_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,411,469,F345,F2082,1.00,19,22
408,sp|Q3ZCX4|ZN568_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,411,469,F345,F2082,1.00,19,19
409,sp|P0CG24|ZN883_HUMAN,sp|Q8TBC5|ZSC18_HUMAN,411,475,F345,F2082,1.00,19,-1
410,sp|Q5JUW0|KRBX4_HUMAN,sp|P17098|ZNF8_HUMAN,19,90,F3503,F2031,1.00,19,x
411,sp|Q13401|PM2P3_HUMAN,sp|P17098|ZNF8_HUMAN,21,87,F3232,F2031,1.00,19,-1
412,sp|Q9BV97|ZN747_HUMAN,sp|P17098|ZNF8_HUMAN,25,65,F3227,F2031,1.00,19,16
413,sp|O60304|ZN500_HUMAN,sp|P17098|ZNF8_HUMAN,224,391,F2043,F2031,1.00,19,16
414,sp|Q5EBM4|ZN542_HUMAN,sp|P17098|ZNF8_HUMAN,259,329,F3478,F2031,1.00,19,-1
415,sp|Q6ZRF7|ZN818_HUMAN,sp|P17098|ZNF8_HUMAN,262,310,F2059,F2031,1.00,19,-1
416,sp|Q6ZT77|ZN826_HUMAN,sp|P17098|ZNF8_HUMAN,292,368,F2062,F2031,1.00,19,-1
417,sp|Q8NDX6|ZN740_HUMAN,sp|P17098|ZNF8_HUMAN,311,390,F3476,F2031,1.00,19,12
418,sp|Q6ZQV5|ZN788_HUMAN,sp|Q8TA94|ZN563_HUMAN,2,51,F3229,F349,0.50,19,-1
419,sp|Q96I27|ZN625_HUMAN,sp|Q8TA94|ZN563_HUMAN,67,364,F2138,F349,0.50,19,19
420,sp|Q8N8C0|ZN781_HUMAN,sp|Q8TA94|ZN563_HUMAN,184,296,F3377,F349,0.50,19,19
421,sp|Q6ZTB9|ZN833_HUMAN,sp|Q8TA94|ZN563_HUMAN,188,368,F1997,F349,0.50,19,-1
422,sp|Q9H4T2|ZSC16_HUMAN,sp|Q8TA94|ZN563_HUMAN,195,309,F341,F349,0.50,19,6
423,sp|Q9UNY5|ZN232_HUMAN,sp|Q8TA94|ZN563_HUMAN,164,308,F341,F349,0.50,19,17
424,sp|Q96LW9|ZSC31_HUMAN,sp|Q8TA94|ZN563_HUMAN,193,364,F341,F349,0.50,19,6
425,sp|P17028|ZNF24_HUMAN,sp|Q8TA94|ZN563_HUMAN,199,307,F342,F349,0.50,19,18
426,sp|Q96N95|ZN396_HUMAN,sp|Q8TA94|ZN563_HUMAN,223,307,F342,F349,0.50,19,18
427,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q8TA94|ZN563_HUMAN,222,336,F2028,F349,0.50,19,8
428,sp|Q15929|ZNF56_HUMAN,sp|Q8TA94|ZN563_HUMAN,258,374,F2029,F349,0.50,19,-1
429,sp|O60315|ZEB2_HUMAN,sp|Q8TA94|ZN563_HUMAN,365,440,F715,F349,0.50,19,2
430,sp|Q6ZQV5|ZN788_HUMAN,sp|Q08AG5|ZN844_HUMAN,2,53,F3229,F349,1.00,19,-1
431,sp|Q96I27|ZN625_HUMAN,sp|Q08AG5|ZN844_HUMAN,67,363,F2138,F349,1.00,19,19
432,sp|O60384|ZN861_HUMAN,sp|Q08AG5|ZN844_HUMAN,80,171,F3494,F349,1.00,19,-1
433,sp|O60304|ZN500_HUMAN,sp|Q08AG5|ZN844_HUMAN,162,303,F2043,F349,1.00,19,16
